flow_id,tx_packets,rx_packets,lost_packets,retx_packets,mean_delay_ms,throughput_mbps
1,9064,8674,437,4,63.4464,0.524487
2,9548,8794,1073,4,65.1236,0.531744
3,8187,7786,432,4,64.2533,0.470781
4,10153,9651,511,4,66.1364,0.583576
5,9469,9016,502,4,63.4338,0.545171
6,5103,5103,0,10206,12.0547,0.0112176
7,5607,5607,0,11214,12.058,0.0131062
8,4660,4660,0,9320,12.0549,0.0103099
9,5793,5788,0,11576,12.0553,0.0128821
10,5334,5334,0,10668,12.0551,0.0118197
11,72,61,11,10,78.918,0.00348248
12,56,56,0,112,12.0536,0.00014384
13,22,15,7,8,77.4667,0.00073016
14,35,30,5,10,84,0.0015856
15,12,12,0,24,12,2.96e-05
16,25,25,0,50,12.04,6.016e-05
17,14,9,5,8,84.2222,0.00031452
18,6,6,0,12,12,1.264e-05
19,25,25,0,8,82.88,0.00128364
20,14,14,0,28,12,2.928e-05
21,35,35,0,8,77.1714,0.00192076
22,19,19,0,38,12.0526,3.968e-05
23,14,14,0,8,74,0.00065824
24,8,8,0,16,12,1.68e-05
25,26,24,2,8,74.75,0.00124904
26,169,147,24,8,80.3061,0.00869072
27,13,13,0,26,12,2.784e-05
28,115,115,0,230,12.0522,0.00028064
29,26,22,4,10,78.6364,0.00115088
30,17,17,0,34,12,3.904e-05
31,22,21,1,8,79.7619,0.00108664
32,7,7,0,8,78.5714,0.00024304
33,105,82,26,8,78.1829,0.00473208
34,12,12,0,24,12,2.576e-05
35,39,30,10,8,78.2333,0.00160908
36,45,34,11,8,80.0588,0.0018258
37,5,5,0,10,12,1.056e-05
38,66,66,0,132,12.0606,0.00016272
39,27,27,0,54,12.037,6.944e-05
40,27,27,0,54,12.037,6.496e-05
41,26,16,10,8,78.8125,0.00077504
42,14,14,0,28,12,3.28e-05
43,123,112,11,8,82.2857,0.0065852
44,86,86,0,172,12.0581,0.00020816
45,30,23,7,8,84.4348,0.00116428
46,76,61,16,8,79.8525,0.00345688
47,56,50,6,8,81.36,0.00284404
48,18,18,0,36,12.0556,4.784e-05
49,48,48,0,96,12.0417,0.00011376
50,34,34,0,68,12.0294,7.792e-05
51,72,56,16,10,79.9107,0.00315672
52,49,41,8,8,78.7805,0.00229
53,45,45,0,90,12.0444,0.00010752
54,28,28,0,56,12.0357,6.416e-05
55,104,81,29,10,77.5185,0.0047068
56,64,64,0,128,12.0625,0.00017072
57,88,79,9,8,76.8101,0.00456688
58,42,34,8,8,81.0294,0.001844
59,11,7,4,6,75,0.000248
60,53,53,0,106,12.0566,0.00012768
61,96,85,11,8,77.7059,0.0049548
62,25,25,0,50,12.04,5.728e-05
63,5,5,0,10,12,1.056e-05
64,61,61,0,122,12.0492,0.00014176
65,231,199,32,10,79.1106,0.0117671
66,43,43,0,8,81.093,0.00241508
67,177,177,0,354,12.0621,0.0004528
68,94,82,12,10,82.7805,0.0047132
69,23,23,0,46,12.0435,4.8e-05
70,54,54,0,108,12.0556,0.00012816
71,225,184,45,10,78.587,0.0108456
72,159,159,0,318,12.0692,0.0004464
73,128,94,35,10,78.2234,0.00549056
74,77,77,0,154,12.0519,0.00019392
75,71,58,13,8,75.931,0.00328984
76,52,52,0,104,12.0577,0.00012464
77,20,16,4,8,80.4375,0.0007798
78,18,12,8,8,75.5833,0.00051036
79,12,12,0,24,12,2.896e-05
80,50,43,7,10,81.2326,0.00239304
81,8,8,0,16,12,1.744e-05
82,13,13,0,8,83.0769,0.00057016
83,36,36,0,72,12.0556,9.328e-05
84,102,93,10,8,73.5484,0.00542584
85,8,8,0,16,12,1.68e-05
86,84,74,15,8,75.8378,0.00425584
87,80,72,8,8,68.2361,0.0041558
88,69,69,0,138,12.0435,0.00015872
