flow_id,tx_packets,rx_packets,lost_packets,retx_packets,mean_delay_ms,throughput_mbps
1,15920,13897,2833,4,67.318,0.840374
2,12280,10936,1766,4,67.9257,0.661293
3,12209,10939,1546,4,67.361,0.661474
4,10198,9003,1538,4,67.4407,0.544385
5,11656,10153,2018,4,67.1401,0.613937
6,9851,9851,0,19702,12.0601,0.0238826
7,7682,7682,0,15364,12.0595,0.0184446
8,7500,7495,0,14990,12.0588,0.0177866
9,6173,6173,0,12346,12.0588,0.014624
10,7274,7274,0,14548,12.0601,0.017635
11,61,39,32,8,76.5897,0.00217448
12,31,18,18,8,46.2778,0.00086096
13,36,36,0,72,12.0556,9.616e-05
14,12,12,0,24,12,2.608e-05
15,15,15,0,8,69.8667,0.00072568
16,9,9,0,18,12,1.888e-05
17,48,41,7,8,85.439,0.00228776
18,32,32,0,64,12.0312,7.184e-05
19,80,59,27,8,63.322,0.00335528
20,16,15,1,8,75.2,0.00072816
21,66,53,13,8,80.2453,0.00298736
22,42,42,0,84,12.0476,0.00010576
23,75,56,31,8,58.5357,0.0031754
24,102,73,46,10,73.7671,0.0041636
25,9,9,0,18,12,1.888e-05
26,46,46,0,92,12.0435,0.00011408
27,40,40,0,80,12.05,9.2e-05
28,119,106,13,8,72.5189,0.0062014
29,69,69,0,138,12.058,0.0001728
30,79,79,0,158,12.0506,0.0001984
31,60,60,0,8,58.35,0.00342852
32,31,31,0,62,12.0323,6.464e-05
33,15,15,0,8,41.6667,0.0006834
34,9,9,0,18,12,1.888e-05
35,45,45,0,8,57.9778,0.00252472
36,24,24,0,48,12.0417,5.008e-05
37,51,39,14,6,69.7436,0.00220892
38,73,56,28,8,75.8571,0.00320192
39,35,35,0,70,12.0571,8.64e-05
40,41,41,0,82,12.0488,9.952e-05
41,41,36,5,10,75.9722,0.00194256
42,63,52,11,10,78.2115,0.00294576
43,25,25,0,50,12.04,5.728e-05
44,9,9,0,8,75.6667,0.00031456
45,44,44,0,88,12.0455,0.0001064
46,6,6,0,12,12,1.264e-05
47,21,21,0,8,65.381,0.00108452
48,12,12,0,24,12,2.512e-05
49,40,40,0,8,67.375,0.00219308
50,21,21,0,42,12.0476,4.384e-05
51,9,9,0,8,57.6667,0.0003508
52,6,6,0,12,12,1.264e-05
53,14,14,0,8,48,0.00065932
54,8,8,0,16,12,1.68e-05
55,97,86,12,8,75.814,0.00497504
56,62,56,6,10,82.3036,0.00313656
57,67,67,0,134,12.0597,0.00017696
58,44,44,0,88,12.0455,0.0001128
59,72,49,33,8,77.1429,0.00275308
60,294,222,93,10,72.3874,0.0131624
61,17,10,10,8,79.2,0.00037268
62,89,60,45,8,77.1667,0.00342224
63,41,41,0,82,12.0488,0.00010464
64,217,217,0,434,12.0691,0.0006112
65,9,9,0,18,12,1.952e-05
66,47,47,0,94,12.0426,0.00011328
67,750,673,87,8,74.8425,0.0405068
68,495,495,0,990,12.0626,0.00125472
69,54,36,26,8,74.2222,0.0019578
70,31,31,0,62,12.0323,7.328e-05
71,27,17,10,8,82.6471,0.0008468
72,62,44,31,8,78.0455,0.00242816
73,184,116,108,8,77.0345,0.00680744
74,13,13,0,26,12,3.008e-05
75,35,35,0,70,12.0571,8.192e-05
76,109,109,0,218,12.0642,0.00028
77,8,8,0,8,74.75,0.00026052
78,44,28,23,8,79.3571,0.00150548
79,5,5,0,10,12,1.056e-05
80,25,25,0,50,12.04,6.752e-05
81,21,11,10,8,76,0.00048936
82,9,9,0,18,12,1.984e-05
83,24,24,0,8,79.7917,0.00124556
84,100,78,30,8,68.7949,0.0045218
85,13,13,0,26,12,2.72e-05
86,59,59,0,118,12.0508,0.0001472
87,37,34,3,8,68.0588,0.00185464
88,20,20,0,40,12.05,4.432e-05
89,55,40,15,8,80.85,0.00219068
90,36,28,8,8,77.2143,0.0014674
91,33,33,0,66,12.0606,9.152e-05
92,26,19,7,8,67.5263,0.00094744
93,20,20,0,40,12.05,4.944e-05
94,14,14,0,28,12,3.12e-05
95,250,220,40,10,75.8364,0.0130898
96,198,198,0,396,12.0606,0.0005224
97,96,82,15,8,80.1829,0.00472608
98,74,74,0,148,12.0541,0.00018032
99,41,30,11,8,84.2667,0.00160844
100,24,24,0,48,12.0417,6e-05
101,45,32,14,8,83.25,0.0017418
102,24,13,19,8,79.1538,0.00059708
103,185,153,48,10,76.1373,0.00905072
104,28,28,0,56,12.0357,6.992e-05
105,10,10,0,20,12,2.224e-05
106,114,114,0,228,12.0526,0.00027728
107,50,46,4,10,79.9783,0.00256504
108,36,36,0,72,12.0556,8.208e-05
109,38,27,11,8,76.5185,0.00142812
110,73,63,10,10,71.9683,0.00355752
111,21,21,0,42,12.0476,5.152e-05
112,53,53,0,106,12.0566,0.00012704
113,15,15,0,8,68.3333,0.00072788
114,9,9,0,18,12,1.888e-05
115,14,14,0,8,65.1429,0.00066668
116,8,8,0,16,12,1.68e-05
117,26,26,0,8,44,0.00135992
118,25,25,0,8,55.36,0.001322
119,14,14,0,28,12,2.928e-05
120,14,14,0,28,12,2.928e-05
121,19,19,0,8,29.4211,0.00092504
122,11,11,0,22,12,2.304e-05
123,77,57,26,10,79.9123,0.00320688
124,52,52,0,104,12.0577,0.00013168
125,182,162,20,8,73.5617,0.0095676
126,65,45,36,8,78.2222,0.00248916
127,53,35,28,8,78.0286,0.00190708
128,153,153,0,306,12.0588,0.00039232
129,35,35,0,70,12.0571,9.152e-05
130,30,30,0,60,12.0333,7.152e-05
131,10,10,0,8,82.2,0.00038928
132,6,6,0,12,12,1.264e-05
133,14,14,0,8,74.1429,0.00061456
134,8,8,0,16,12,1.68e-05
135,15,15,0,8,73.3333,0.00072332
136,30,20,10,8,78.55,0.00098908
137,9,9,0,18,12,1.888e-05
138,63,54,9,10,71.9815,0.00307416
139,14,14,0,28,12,3.152e-05
140,25,16,10,8,83.3125,0.00078276
141,49,31,33,10,60.3548,0.00159016
142,26,18,10,8,77.0556,0.00086628
143,44,44,0,88,12.0455,0.00011312
144,13,13,0,26,12,2.848e-05
145,29,29,0,58,12.0345,7.36e-05
146,11,11,0,22,12,2.304e-05
147,24,24,0,8,70.8333,0.00126676
148,13,13,0,26,12,2.72e-05
149,60,55,5,10,74.7273,0.00308728
150,40,40,0,80,12.05,9.744e-05
151,73,55,18,8,71.9273,0.00312776
152,16,10,6,8,79.2,0.00038216
153,26,17,9,8,69.5882,0.0008474
154,22,22,0,8,71.9545,0.00113744
155,53,53,0,106,12.0566,0.00013312
156,8,8,0,16,12,1.872e-05
157,56,36,33,10,67.8056,0.0019488
158,10,9,1,8,81.7778,0.0003404
159,43,26,24,6,65.7692,0.00144496
160,10,10,0,20,12,2.128e-05
161,12,12,0,24,12,2.512e-05
162,34,34,0,68,12.0588,8.24e-05
163,6,6,0,12,12,1.264e-05
164,33,33,0,66,12.0606,8.384e-05
165,54,48,6,8,69.5833,0.00271512
166,31,31,0,62,12.0323,7.424e-05
167,67,64,4,10,81.3125,0.00368464
168,53,53,0,106,12.0566,0.00012224
169,26,25,1,8,79.88,0.00132284
170,11,8,3,8,79.375,0.00028232
171,163,137,40,10,70.5693,0.00800024
172,51,38,16,10,65.1316,0.00212168
173,14,14,0,28,12,2.992e-05
174,15,10,9,8,72.2,0.0004074
175,6,6,0,12,12,1.264e-05
176,114,114,0,228,12.0526,0.00027472
177,34,34,0,68,12.0588,8.56e-05
178,8,8,0,16,12,1.776e-05
179,16,16,0,8,74,0.00076636
180,79,67,12,10,78.8955,0.0037972
181,9,9,0,18,12,1.888e-05
182,60,60,0,120,12.05,0.00015184
183,90,76,14,8,79.7368,0.00440596
184,11,8,3,8,73.375,0.00028428
185,59,59,0,118,12.0508,0.00015168
186,6,6,0,12,12,1.264e-05
187,61,46,17,8,67.8696,0.0025958
188,37,37,0,74,12.0541,9.312e-05
189,77,77,0,8,72.3117,0.0044554
190,40,40,0,80,12.05,8.336e-05
191,39,39,0,8,55.8974,0.00214748
192,21,21,0,42,12.0476,4.384e-05
193,13,13,0,8,58.9231,0.00060668
194,28,28,0,8,74.7143,0.00146376
195,8,8,0,16,12,1.68e-05
196,15,15,0,30,12,3.136e-05
197,55,49,6,8,79.4898,0.00277768
198,29,29,0,58,12.0345,6.432e-05
199,18,14,4,8,80.1429,0.00063468
200,65,44,33,8,74.0682,0.0024538
201,22,21,1,8,72.1905,0.00105676
202,9,9,0,18,12,1.888e-05
203,36,36,0,72,12.0556,8.528e-05
204,12,12,0,24,12,2.512e-05
205,135,114,28,10,71.9825,0.0067016
206,104,81,31,8,68.642,0.00470908
207,102,102,0,204,12.0588,0.00026352
208,99,67,48,8,68.4627,0.00383292
209,64,64,0,128,12.0469,0.00014896
210,63,63,0,126,12.0635,0.00017824
211,100,72,39,10,79.6389,0.00408368
212,43,37,9,8,76,0.00205072
213,25,25,0,50,12.04,5.984e-05
214,30,27,5,8,74.0741,0.00143568
215,47,41,6,10,71.9512,0.0021968
216,74,58,28,8,69.8793,0.00331256
217,16,16,0,32,12,3.408e-05
218,49,31,25,8,68.129,0.00169568
219,33,33,0,66,12.0606,7.936e-05
220,42,42,0,84,12.0476,0.00010224
221,146,111,51,10,78.7658,0.00653624
222,29,29,0,58,12.0345,7.52e-05
223,18,18,0,8,63.3333,0.00086112
224,10,10,0,20,12,2.096e-05
225,40,40,0,8,63.5,0.00222836
226,21,21,0,42,12.0476,4.384e-05
227,32,28,4,8,75.4643,0.00151224
228,18,18,0,36,12,4.016e-05
229,39,22,26,8,71.0909,0.00114008
230,79,56,32,8,79.3214,0.00319624
231,14,14,0,28,12,3.024e-05
232,64,47,17,8,80.1489,0.0026136
233,53,30,44,8,71.4667,0.0016242
234,44,44,0,88,12.0455,0.00011728
235,40,40,0,80,12.05,0.00010992
236,23,23,0,46,12.0435,5.312e-05
237,73,55,23,8,46.7091,0.00314636
238,40,40,0,80,12.05,9.424e-05
239,25,25,0,8,57.24,0.00132928
240,14,14,0,28,12,2.928e-05
241,35,35,0,8,44.7143,0.00192996
242,19,19,0,38,12.0526,3.968e-05
243,20,20,0,8,40.25,0.00098244
244,11,11,0,22,12,2.304e-05
245,32,32,0,8,38.7188,0.0017222
246,17,17,0,34,12,3.552e-05
247,15,15,0,8,37.3333,0.00069984
248,9,9,0,18,12,1.888e-05
249,49,42,9,8,80.8333,0.0023486
250,48,27,32,8,77.8889,0.00142388
251,26,26,0,52,12.0385,6e-05
252,24,24,0,48,12.0417,5.712e-05
253,260,218,48,8,77.9358,0.0129916
254,187,187,0,374,12.0642,0.00051008
255,86,72,14,8,75.9583,0.00416324
256,255,219,51,8,71.9543,0.0130434
257,55,55,0,110,12.0545,0.00014176
258,178,149,41,10,80.2886,0.00882232
259,26,18,8,8,77.3333,0.0009058
260,179,179,0,358,12.0615,0.00048096
261,47,46,1,8,74.7174,0.0025998
262,134,134,0,268,12.0597,0.0003416
263,11,11,0,22,12,2.336e-05
264,22,22,0,8,76.7273,0.00114336
265,12,12,0,24,12,2.512e-05
266,25,25,0,8,80.4,0.00128384
267,60,60,0,120,12.0667,0.00016656
268,27,15,19,8,73.8,0.00070608
269,14,14,0,28,12,2.928e-05
270,41,34,7,8,69.7353,0.00184436
271,11,11,0,22,12,2.4e-05
272,107,101,6,10,67.8911,0.00582576
273,215,183,46,8,76.6284,0.0108906
274,153,116,58,8,67.3621,0.00681248
275,22,22,0,44,12.0455,5.04e-05
276,71,71,0,142,12.0563,0.00017024
277,133,133,0,266,12.0526,0.00032096
278,106,106,0,212,12.0566,0.00026736
279,91,91,0,182,12.0549,0.00022112
280,16,16,0,8,69.75,0.00077504
281,15,15,0,8,81,0.00071516
282,9,9,0,18,12,1.888e-05
283,9,9,0,18,12,1.888e-05
284,32,16,16,8,78.875,0.00073512
285,88,66,35,10,79.303,0.00381392
286,14,14,0,28,12,3.088e-05
287,63,63,0,126,12.0476,0.00015872
288,39,26,13,8,79.6538,0.00138388
289,27,16,11,6,76.625,0.00084428
290,14,9,9,8,75.4444,0.00031536
291,20,20,0,40,12.05,5.2e-05
292,19,19,0,38,12.0526,4.064e-05
293,6,6,0,12,12,1.264e-05
294,56,36,28,10,83.5833,0.00189328
295,29,14,23,8,77.4286,0.00065
296,34,34,0,68,12.0588,8.88e-05
297,10,10,0,20,12,2.288e-05
298,19,12,7,8,73.25,0.0005238
299,9,9,0,18,12,1.952e-05
300,109,91,20,10,80.1209,0.00524704
301,125,84,62,10,82.2143,0.00486656
302,84,84,0,168,12.0595,0.00023696
