flow_id,tx_packets,rx_packets,lost_packets,retx_packets,mean_delay_ms,throughput_mbps
1,10694,10229,516,4,63.2103,0.618533
2,9718,9314,445,4,61.2261,0.563194
3,9270,8836,485,4,63.9595,0.534285
4,9305,8905,447,4,61.8639,0.538458
5,10431,9942,577,4,62.9639,0.601176
6,6127,6127,0,12254,12.0553,0.0136362
7,5487,5485,0,10970,12.0549,0.0120912
8,5326,5326,0,10652,12.055,0.0117845
9,5290,5290,0,10580,12.0548,0.011685
10,5962,5961,0,11922,12.0554,0.0132598
11,42,31,11,10,81.3548,0.00164424
12,26,26,0,52,12.0385,6.768e-05
13,40,32,8,8,79.625,0.00170464
14,25,17,8,8,78.9412,0.00084116
15,34,23,20,8,67.913,0.00119264
16,23,23,0,46,12.0435,5.76e-05
17,15,15,0,30,12,3.712e-05
18,15,15,0,30,12,3.2e-05
19,22,22,0,8,78,0.00113772
20,15,15,0,8,78.6667,0.00070272
21,12,12,0,24,12,2.512e-05
22,9,9,0,18,12,1.888e-05
23,16,16,0,8,78.6875,0.0007836
24,18,18,0,8,75.1111,0.0008846
25,9,9,0,18,12,1.888e-05
26,10,10,0,20,12,2.096e-05
27,72,69,3,8,77.1159,0.00397944
28,38,38,0,76,12.0526,8.24e-05
29,11,8,3,8,82.875,0.00028748
30,6,6,0,12,12,1.36e-05
31,85,79,7,8,65.9114,0.00458472
32,44,44,0,88,12.0455,9.648e-05
33,89,71,20,10,76.5634,0.00407768
34,55,55,0,110,12.0545,0.000144
35,133,121,16,8,62.2066,0.00708664
36,35,31,4,10,74.7419,0.00161536
37,72,72,0,144,12.0556,0.00016464
38,21,21,0,42,12.0476,4.704e-05
39,29,29,0,8,55.3793,0.00153344
40,16,16,0,32,12,3.344e-05
41,12,12,0,8,58.9167,0.00050292
42,30,30,0,8,75.4333,0.0016144
43,24,24,0,8,83,0.00123876
44,7,7,0,14,12,1.472e-05
45,16,16,0,32,12,3.344e-05
46,13,13,0,26,12,2.72e-05
47,13,13,0,8,48.6154,0.0005664
48,8,8,0,16,12,1.68e-05
49,56,48,8,8,72.4583,0.00268
50,22,20,2,8,71.25,0.00099916
51,32,32,0,64,12.0312,7.728e-05
52,13,13,0,26,12,2.944e-05
53,27,27,0,8,79,0.00143776
54,141,116,27,8,75.7586,0.0068094
55,15,15,0,30,12,3.136e-05
56,101,101,0,202,12.0594,0.00024832
57,39,38,1,8,80.1316,0.0021016
58,49,47,2,8,84.8723,0.00261724
59,21,21,0,42,12.0476,4.384e-05
60,26,26,0,52,12.0385,5.616e-05
61,66,48,19,10,80.1458,0.00263576
62,112,95,18,10,82.2737,0.00556592
63,26,24,2,10,81.9583,0.00121856
64,96,80,18,8,79.75,0.00462368
65,40,40,0,80,12.05,0.00010896
66,79,79,0,158,12.0506,0.0001984
67,18,18,0,36,12.0556,4.048e-05
68,53,53,0,106,12.0566,0.00012224
69,10,10,0,8,81.3,0.00039
70,28,20,8,8,64.3,0.00097636
71,6,6,0,12,12,1.264e-05
72,32,26,6,10,72.9231,0.00128176
73,18,18,0,36,12.0556,4.304e-05
74,35,33,2,8,78.7273,0.0017834
75,20,20,0,40,12.05,4.784e-05
76,115,101,14,8,72.7327,0.0059122
77,18,18,0,36,12,3.856e-05
78,83,83,0,166,12.0482,0.0001952
79,84,79,5,8,59.4177,0.00458196
80,9,9,0,8,45.5556,0.00034992
81,42,42,0,84,12.0476,8.944e-05
82,6,6,0,12,12,1.264e-05
83,45,45,0,8,75.2444,0.00251208
84,24,24,0,48,12.0417,5.008e-05
85,46,42,7,10,79.0238,0.00226624
86,94,82,13,8,81.1585,0.00475256
87,27,27,0,54,12.037,5.952e-05
88,58,53,5,8,78.4528,0.00302504
89,67,67,0,134,12.0597,0.000168
90,49,37,12,8,78.3243,0.00204352
91,54,42,17,8,80.6429,0.00231388
92,37,34,3,10,80.7647,0.00182552
93,36,36,0,72,12.0556,8.016e-05
94,31,31,0,62,12.0323,7.52e-05
95,59,46,20,8,82.2391,0.002587
96,33,33,0,66,12.0303,7.616e-05
97,29,29,0,58,12.0345,6.56e-05
98,33,33,0,66,12.0606,8.352e-05
99,28,25,3,10,81.04,0.00124696
100,49,36,18,8,80.0833,0.0019716
101,292,276,16,8,70.6232,0.0164813
102,20,20,0,40,12.05,4.528e-05
103,32,32,0,64,12.0312,7.696e-05
104,187,187,0,374,12.0535,0.00042976
105,56,54,2,8,82.7407,0.00308792
106,71,67,4,8,80.806,0.00382124
107,39,39,0,78,12.0513,8.864e-05
108,11,11,0,8,74.0909,0.0004612
109,52,52,0,104,12.0577,0.00013168
110,7,7,0,14,12,1.472e-05
111,19,18,1,8,85.2222,0.00085936
112,11,11,0,22,12,2.4e-05
113,17,14,3,8,83.7857,0.0006656
114,40,37,3,8,77.7027,0.00204332
115,9,9,0,18,12,1.984e-05
116,22,22,0,44,12.0455,4.688e-05
117,127,116,13,8,77.1983,0.00683728
118,21,21,0,8,78.1905,0.00109172
119,213,192,22,8,72.9479,0.0114164
120,72,72,0,144,12.0556,0.00017168
121,12,12,0,24,12,2.512e-05
122,121,121,0,242,12.0496,0.00027552
123,52,50,2,8,81.18,0.00281188
124,23,21,2,8,84.1429,0.00104756
125,27,27,0,54,12.037,5.632e-05
126,12,12,0,24,12,2.608e-05
127,193,167,29,8,82.7126,0.00987292
128,584,559,26,8,70.4687,0.0336261
129,138,138,0,276,12.058,0.00035344
130,371,371,0,742,12.0566,0.00085824
131,19,18,1,8,82.5,0.00087928
132,11,11,0,22,12,2.304e-05
133,54,54,0,8,73.7407,0.00307004
134,28,28,0,56,12.0357,5.84e-05
135,47,47,0,8,74.9787,0.00266548
136,25,25,0,50,12.04,5.216e-05
137,215,174,54,10,80.4483,0.0103162
138,133,133,0,266,12.0602,0.00034528
139,284,231,71,10,78.3203,0.0137077
140,197,197,0,394,12.066,0.00055904
141,105,90,19,8,69.6222,0.00521212
142,78,78,0,156,12.0641,0.00020752
143,59,49,11,8,84.6327,0.00276492
144,40,40,0,80,12.05,0.00010064
145,34,25,10,10,74.72,0.00122672
146,39,30,12,8,63.2333,0.00160176
147,38,29,16,8,67.8621,0.00156068
148,22,22,0,44,12.0455,5.552e-05
149,42,34,8,8,80.4118,0.0018402
150,23,23,0,46,12.0435,5.504e-05
151,24,24,0,48,12.0417,5.808e-05
152,27,27,0,54,12.037,7.072e-05
153,82,73,16,8,68.4658,0.00418268
154,52,52,0,104,12.0577,0.00011984
155,56,56,0,8,60.2143,0.0031548
156,29,29,0,58,12.0345,6.048e-05
157,38,38,0,8,66.1842,0.00212228
158,20,20,0,40,12.05,4.176e-05
159,37,37,0,8,67.5405,0.00204268
160,20,20,0,40,12.05,4.176e-05
161,37,34,3,8,81.9706,0.00182696
162,19,19,0,38,12.0526,3.968e-05
163,56,51,5,10,67.8235,0.0028352
164,48,39,9,10,69.7179,0.002152
165,13,9,4,8,77.7778,0.00034632
166,40,40,0,80,12.05,9.968e-05
167,33,33,0,66,12.0606,8.672e-05
168,7,7,0,14,12,1.472e-05
169,43,43,0,8,45.9535,0.00242332
170,23,23,0,46,12.0435,4.8e-05
171,73,71,2,8,55.3944,0.00407472
172,38,38,0,76,12.0526,7.92e-05
173,43,41,2,10,67.5366,0.00225736
174,27,27,0,54,12.037,5.92e-05
175,77,74,3,8,66.9865,0.00424224
176,40,40,0,80,12.05,8.56e-05
177,740,715,27,8,64.2881,0.0430383
178,421,421,0,842,12.0523,0.00092224
179,184,142,55,8,72.6831,0.00837736
180,105,105,0,210,12.0571,0.00027776
181,54,43,19,8,79.7674,0.00239268
182,34,34,0,68,12.0588,8.528e-05
183,77,68,11,8,44.0441,0.0038926
184,136,124,14,8,77.0887,0.00728708
185,42,42,0,84,12.0476,9.136e-05
186,26,26,0,8,75.3846,0.00137068
187,59,56,3,8,68.8571,0.00317052
188,20,13,7,8,81.0769,0.00058424
189,14,14,0,28,12,2.928e-05
190,39,39,0,78,12.0513,8.704e-05
191,14,14,0,8,79.5,0.00064488
192,9,9,0,18,12,1.952e-05
193,8,8,0,16,12,1.68e-05
194,45,45,0,8,62.5333,0.00251884
195,24,24,0,48,12.0417,5.008e-05
196,188,156,35,10,74.5128,0.00924232
197,172,145,32,10,75.0966,0.00851568
198,17,17,0,8,62.4706,0.0008352
199,15,15,0,8,66.4,0.00067684
200,129,129,0,258,12.062,0.00033472
201,123,123,0,246,12.065,0.00034976
202,10,10,0,20,12,2.096e-05
203,9,9,0,18,12,1.888e-05
204,242,229,13,8,72.2838,0.0136191
205,18,18,0,8,77.3333,0.00087148
206,54,51,3,10,82.1961,0.00281112
207,149,149,0,298,12.0537,0.0003424
208,10,10,0,20,12,2.096e-05
209,36,36,0,72,12.0278,7.952e-05
210,49,37,12,8,78.2973,0.00205592
211,34,28,6,8,76.8929,0.00147744
212,30,30,0,60,12.0333,7.984e-05
213,114,111,3,8,75.2793,0.00648764
214,21,21,0,42,12.0476,5.312e-05
215,69,69,0,138,12.0435,0.00015296
216,26,26,0,8,65.1538,0.00134004
217,16,16,0,8,67.5,0.00073904
218,7,7,0,8,70,0.0002378
219,14,14,0,28,12,2.928e-05
220,9,9,0,18,12,1.888e-05
221,5,5,0,10,12,1.056e-05
222,140,124,17,8,76.5323,0.00729532
223,37,34,3,8,80.6176,0.00185616
224,85,85,0,170,12.0588,0.00021536
225,19,19,0,38,12.0526,3.968e-05
226,14,14,0,8,75.2143,0.00066064
227,8,8,0,16,12,1.68e-05
228,53,53,0,8,59.434,0.00301724
229,396,357,50,8,76.3501,0.0213859
230,28,28,0,56,12.0357,5.84e-05
231,262,262,0,524,12.0611,0.00065872
232,46,33,13,10,78.8485,0.00174072
233,31,26,5,10,76.8846,0.00135424
234,47,31,16,8,77,0.00166536
235,30,30,0,60,12.0333,7.12e-05
236,20,20,0,40,12.05,4.816e-05
237,21,21,0,42,12.0476,4.544e-05
238,37,30,7,8,78.3333,0.00162096
239,21,21,0,42,12.0476,4.96e-05
240,44,37,7,8,77.8378,0.00204792
241,80,80,0,160,12.05,0.00018128
242,26,26,0,52,12.0385,6e-05
243,55,55,0,8,80.5818,0.0031436
244,29,29,0,58,12.0345,6.048e-05
245,20,20,0,8,77.3,0.00097716
246,40,40,0,8,79.75,0.00221852
247,11,11,0,22,12,2.304e-05
248,21,21,0,42,12.0476,4.384e-05
249,409,350,70,8,79.8371,0.0209667
250,39,36,3,8,71.4444,0.00195236
251,196,171,25,10,81.1871,0.0100662
252,259,259,0,518,12.0618,0.0006608
